Provider Name,City,State,Claims Paid By Treatment,Claims Paid By Testing
SHERIDAN RADIOLOGY SER,SAINT PETERSBURG,FL,$186 ,$28 
ST PETERSBURG GENERAL,SAINT PETERSBURG,FL,"$118,474 ","$84,057 "
ST PETERSBURG GENERAL,SAINT PETERSBURG,FL,"$28,375 ","$28,323 "
VENADO EMERGENCY PHYSI,SAINT PETERSBURG,FL,"$1,929 ","$6,810 "
VESTAL INPATIENT SERVI,SAINT PETERSBURG,FL,"$4,446 ",$0 
BOUNDARY PEAK EMERGENC,SANFORD,FL,"$6,946 ","$11,988 "
CENTRAL FLORIDA REGION,SANFORD,FL,"$570,196 ","$116,870 "
HEATHROW INTERNAL MEDI,SANFORD,FL,$128 ,$0 
SEMINOLE COUNTY FIRE R,SANFORD,FL,$478 ,$0 
SHERIDAN RADIOLOGY SER,SANFORD,FL,"$6,975 ","$3,730 "
DOCTORS HOSPITAL OF SA,SARASOTA,FL,"$181,352 ","$64,514 "
GLOBAL PHYSICIAN NETWO,SARASOTA,FL,"$28,355 ","$110,431 "
INFECTIOUS DESEASE ASS,SARASOTA,FL,"$45,920 ",$0 
LAVENDER HEALTH CARE O,SARASOTA,FL,"$2,590 ","$99,758 "
MANATEE COUNTY RURAL H,SARASOTA,FL,$851 ,"$61,926 "
MANATEE COUNTY RURAL H,SARASOTA,FL,$315 ,"$2,558 "
RED MOUNTAIN EMERGENCY,SARASOTA,FL,"$8,399 ","$31,340 "
SARASOTA COUNTY BOARD,SARASOTA,FL,$878 ,$0 
SARASOTA COUNTY BOARD,SARASOTA,FL,"$2,933 ",$0 
SARASOTA PATHOLOGY,SARASOTA,FL,"$2,300 ","$14,600 "
SARASOTA PATHOLOGY,SARASOTA,FL,$900 ,"$1,500 "
SHERMAN INPATIENT SERV,SARASOTA,FL,$646 ,$0 
COMPREHENSIVE HOSPITAL,SEBASTIAN,FL,$440 ,$0 
STEWARD SEBASTIAN RIVE,SEBASTIAN,FL,"$51,758 ","$3,928 "
FLORIDA HOSPITAL HEART,SEBRING,FL,"$235,605 ","$17,077 "
HIGHLANDS REGIONAL MED,SEBRING,FL,"$150,928 ","$28,328 "
LAKE JACKSON EMERGENCY,SEBRING,FL,$363 ,"$3,901 "
MID FLORIDA EMERGENCY,SEBRING,FL,$388 ,$0 
MID FLORIDA EMERGENCY,SEBRING,FL,"$1,017 ",$896 
SHERIDAN RADIOLOGY SER,SEBRING,FL,$580 ,$101 
TAMPA BAY EMERGENCY PH,SEBRING,FL,"$8,132 ","$6,972 "
TAMPA GENERAL MEDICAL,SEMINOLE,FL,$0 ,$45 
NORTHEAST FLORIDA HEAL,SOUTH DAYTONA,FL,$0 ,"$62,299 "
BAPTIST HEALTH MEDICAL,SOUTH MIAMI,FL,"$33,929 ",$0 
ER STAT INC,SOUTH MIAMI,FL,"$1,252 ","$4,748 "
ER STAT INC,SOUTH MIAMI,FL,"$1,207 ","$4,241 "
LARKIN COMMUNITY HOSPI,SOUTH MIAMI,FL,"$480,712 ","$2,606 "
ORACLE HEALTH SYSTEMS,SOUTH MIAMI,FL,"$2,560 ","$3,662 "
PEDRO SEVILLA LLC,SOUTH MIAMI,FL,"$37,288 ",$0 
PULMONARY PHYSICIANS O,SOUTH MIAMI,FL,"$92,817 ",$0 
SOUTH FLORIDA CRITICAL,SOUTH MIAMI,FL,"$59,110 ",$0 
SOUTH FLORIDA INFECTIO,SOUTH MIAMI,FL,"$76,069 ",$0 
SOUTH MIAMI BLOOD FLOW,SOUTH MIAMI,FL,$0 ,$30 
SOUTH MIAMI HOSPITAL,SOUTH MIAMI,FL,"$23,403 ","$19,378 "
SOUTH MIAMI HOSPITAL,SOUTH MIAMI,FL,"$511,697 ","$163,906 "
SOUTH MIAMI INPATIENT,SOUTH MIAMI,FL,"$14,329 ",$0 
SOUTH MIAMI INPATIENT,SOUTH MIAMI,FL,$592 ,$0 
BALLAN WRASSE EMERGENC,SOUTH PASADENA,FL,$363 ,"$1,340 "
GREATER TAMPA BAY PHYS,SOUTH PASADENA,FL,$75 ,$45 
PALMS OF PASADENA HOSP,SOUTH PASADENA,FL,"$14,868 ","$26,386 "
WEST FL CARDIOLOGY NET,SOUTH PASADENA,FL,$207 ,$0 
BAYFRONT HEALTH BROOKS,SPRING HILL,FL,"$79,821 ","$24,825 "
SUNCOAST URGENT CARE C,SPRING HILL,FL,"$3,962 ","$44,121 "
W4P LLCDBA HERNANDO CO,SPRING HILL,FL,"$4,976 ","$105,739 "
FIRST CITY HOSPITALIST,ST AUGUSTINE,FL,$854 ,$0 
MPM IMMEDIATE CARE CEN,ST PETE BEACH,FL,"$1,525 ","$3,841 "
BRADFORD EMERGENCY GRO,STARKE,FL,$0 ,$181 
FLORIDA CLINICAL PRACT,STARKE,FL,$806 ,"$3,891 "
STARKE HMA LLC,STARKE,FL,$0 ,"$1,455 "
STARKE HMA LLC,STARKE,FL,$94 ,$0 
AMMAR ALMAKKEE,STUART,FL,"$2,208 ",$0 
COASTAL CARE CORPORATI,STUART,FL,$342 ,$0 
FLORIDA COMMUNITY HEAL,STUART,FL,$599 ,"$6,165 "
MARTIN MEMORIAL MEDICA,STUART,FL,$0 ,$100 
MARTIN MEMORIAL MEDICA,STUART,FL,"$1,241,875 ","$330,629 "
MARTIN MEMORIAL PHYSIC,STUART,FL,$333 ,$0 
MARTIN MEMORIAL PHYSIC,STUART,FL,"$1,669 ",$128 
MARTIN MEMORIAL PHYSIC,STUART,FL,"$2,037 ",$0 
MECNB LLC DBA HELIX UR,STUART,FL,"$2,806 ","$46,074 "
PARAGON CONTRACTING SE,STUART,FL,"$1,395 ","$4,650 "
FLORIDA CLINICAL PRACT,SUMMERFIELD,FL,$0 ,$47 
OCALA LUNG AND CRITICA,SUMMERFIELD,FL,"$1,203 ",$0 
PROJECT HEALTH INC,SUMTERVILLE,FL,$0 ,"$23,058 "
PROJECT HEALTH INC,SUMTERVILLE,FL,$0 ,"$37,020 "
MAWSON EMERGENCY PHYSI,SUN CITY CENTER,FL,"$2,456 ","$7,023 "
SOUTH BAY HOSPITAL,SUN CITY CENTER,FL,"$46,613 ","$4,351 "
SOUTH BAY HOSPITAL,SUN CITY CENTER,FL,"$219,046 ","$14,817 "
EAST FLORIDA PRIMARY C,SUNRISE,FL,$55 ,$55 
EMERGENCY PHYSICIANS O,SUNRISE,FL,$181 ,"$4,559 "
EMERGENCY SERVICES OF,SUNRISE,FL,$0 ,$64 
EMERGENCY SERVICES OF,SUNRISE,FL,$349 ,$178 
MOLECULAR STAT LABORAT,SUNRISE,FL,$247 ,"$3,704 "
MY CLINICAL LAB,SUNRISE,FL,$0 ,"$23,065 "
MY CLINICAL LAB,SUNRISE,FL,$0 ,"$6,022 "
TENET FLORIDA PHYSICIA,SUNRISE,FL,$114 ,$0 
TESTING MATTERS,SUNRISE,FL,$0 ,"$161,561 "
TESTING MATTERS,SUNRISE,FL,$0 ,"$400,734 "
BORAH INPATIENT SERVIC,TALLAHASSEE,FL,"$10,700 ",$0 
CAPITAL REGIONAL CARDI,TALLAHASSEE,FL,$0 ,$142 
CAPITAL REGIONAL CARDI,TALLAHASSEE,FL,$0 ,$9 
CAPITAL REGIONAL MEDIC,TALLAHASSEE,FL,"$472,252 ","$187,610 "
NORTH FLORIDA MEDICAL,TALLAHASSEE,FL,$0 ,$594 
NORTH FLORIDA MEDICAL,TALLAHASSEE,FL,$0 ,$925 
NUVIEW TELEHEALTH LLC,TALLAHASSEE,FL,"$14,831 ",$0 
NUVIEW TELEHEALTH LLC,TALLAHASSEE,FL,"$3,109 ",$0 
RADIOLOGY ASSOCIATES O,TALLAHASSEE,FL,"$2,012 ",$547 
TALLAHASSEE MEMORIAL H,TALLAHASSEE,FL,"$342,472 ","$1,588 "
TALLAHASSEE MEMORIAL H,TALLAHASSEE,FL,$0 ,$114 
EDWARD D HIRSCH,TAMARAC,FL,"$2,436 ",$0 
HAMPTON PINES EMERGENC,TAMARAC,FL,"$3,417 ","$7,582 "
ID ASSOCIATES OF BROWA,TAMARAC,FL,"$14,101 ",$0 
NSPIRE HEALTHCARE TAMA,TAMARAC,FL,"$15,531 ",$0 
SANGER MEDICAL AND INF,TAMARAC,FL,"$9,802 ",$0 
UNIVERSITY HOSPITAL AN,TAMARAC,FL,"$523,888 ","$54,786 "
24 ON PHYSICIANS PC,TAMPA,FL,$183 ,$0 
ALEJANDRO CINTAS MD,TAMPA,FL,$75 ,$0 
BAYCARE BEHAVIORAL HEA,TAMPA,FL,$0 ,$134 
BERC SARAFIAN MD,TAMPA,FL,$250 ,$0 
DOCTORS EXPRESS,TAMPA,FL,$0 ,"$4,944 "
DOCTORS EXPRESS,TAMPA,FL,$0 ,"$13,966 "
EDDY E BERGES MD,TAMPA,FL,"$1,132 ",$0 
EMERGENCY MEDICAL ASSO,TAMPA,FL,"$115,609 ","$451,637 "
FAST TRACK URGENT CARE,TAMPA,FL,"$7,622 ","$72,653 "
FAST TRACK URGENT CARE,TAMPA,FL,"$11,706 ","$57,381 "
FLORIDA HOSPITAL CENTR,TAMPA,FL,$846 ,"$12,930 "
FLORIDA HOSPITAL PHYSI,TAMPA,FL,$297 ,$0 
FLORIDA HOSPITAL PHYSI,TAMPA,FL,"$6,081 ",$121 
FLORIDA MEDICAL CLINIC,TAMPA,FL,$180 ,$0 
FLORIDA MEDICAL CLINIC,TAMPA,FL,$0 ,$114 
FLORIDA MEDICAL CLINIC,TAMPA,FL,"$3,723 ",$0 
FLORIDA MEDICAL CLINIC,TAMPA,FL,$75 ,$108 
FLORIDA MEDICAL CLINIC,TAMPA,FL,"$8,472 ",$0 
FLORIDA MEDICAL CLINIC,TAMPA,FL,$75 ,$166 
FLORIDA MEDICAL CLINIC,TAMPA,FL,$75 ,$0 
MEMORIAL HOSPITAL OF T,TAMPA,FL,"$133,835 ","$46,485 "
MEMORIAL HOSPITAL OF T,TAMPA,FL,"$23,922 ","$32,342 "
MORTON PLANT MEASE PRI,TAMPA,FL,"$60,883 ",$302 
MORTON PLANT MEASE PRI,TAMPA,FL,$0 ,$27 
MORTON PLANT MEASE PRI,TAMPA,FL,$53 ,$0 
MORTON PLANT MEASE PRI,TAMPA,FL,$0 ,$53 
MORTON PLANT MEASE PRI,TAMPA,FL,$0 ,$125 
MORTON PLANT MEASE PRI,TAMPA,FL,$0 ,$27 
MORTON PLANT MEASE PRI,TAMPA,FL,"$1,282 ",$13 
MPM IMMEDIATE CARE CEN,TAMPA,FL,$75 ,$414 
MPM IMMEDIATE CARE CEN,TAMPA,FL,$109 ,$0 
OBSERVATION MEDICAL GR,TAMPA,FL,"$2,425 ",$0 
OBSERVATION MEDICINE S,TAMPA,FL,$74 ,$0 
PHYSICIANS TOXICOLOGY,TAMPA,FL,"$3,600 ",$0 
PHYSICIANS TOXICOLOGY,TAMPA,FL,"$1,000 ",$0 
PREMIER HOSPITALISTS P,TAMPA,FL,$550 ,$0 
PREMIER HOSPITALISTS P,TAMPA,FL,$648 ,$0 
RUFFOLO HOOPER AND ASS,TAMPA,FL,$25 ,$0 
ST JOSEPHS HOSP INC,TAMPA,FL,"$1,179,610 ","$719,002 "
ST JOSEPHS HOSP INC,TAMPA,FL,"$338,377 ","$214,877 "
STERN DRAKE ISBELL AND,TAMPA,FL,"$1,102 ",$708 
STERN DRAKE ISBELL AND,TAMPA,FL,$232 ,$9 
TAMPA BAY EMERGENCY PH,TAMPA,FL,"$80,038 ","$70,842 "
TAMPA BAY PULMONARY AS,TAMPA,FL,"$71,056 ",$0 
TAMPA FAMILY HELATH CE,TAMPA,FL,$0 ,"$2,022 "
TAMPA FAMILY HELATH CE,TAMPA,FL,$0 ,$783 
TAMPA FAMILY HELATH CE,TAMPA,FL,$0 ,$23 
TAMPA FAMILY HELATH CE,TAMPA,FL,$0 ,$997 
TAMPA FAMILY HELATH CE,TAMPA,FL,$123 ,"$2,090 "
TAMPA FAMILY HELATH CE,TAMPA,FL,$0 ,$284 
TAMPA FAMILY HELATH CE,TAMPA,FL,$170 ,"$7,723 "
TAMPA FAMILY HELATH CE,TAMPA,FL,$0 ,$979 
TAMPA FAMILY HELATH CE,TAMPA,FL,$0 ,$308 
TAMPA GENERAL HOSPITAL,TAMPA,FL,"$816,752 ","$1,240,036 "
TAMPA LUNG SPECIALISTS,TAMPA,FL,"$95,079 ",$0 
TBIM HOSPITALISTS LLC,TAMPA,FL,$360 ,$0 
TURNSTONE EMERGENCY PH,TAMPA,FL,"$1,826 ","$9,680 "
UNIVERSITY COMMUNITY H,TAMPA,FL,"$998,982 ","$597,722 "
UNIVERSITY COMMUNITY H,TAMPA,FL,"$307,354 ","$139,871 "
UNIVERSITY MEDICAL SER,TAMPA,FL,$388 ,$0 
UNIVERSITY MEDICAL SER,TAMPA,FL,$480 ,$0 
UNIVERSITY MEDICAL SER,TAMPA,FL,"$75,193 ",$0 
UNIVERSITY MEDICAL SER,TAMPA,FL,$532 ,$0 
UNIVERSITY MEDICAL SER,TAMPA,FL,"$11,474 ",$0 
UNIVERSITY MEDICAL SER,TAMPA,FL,$265 ,$0 
TARPON SPRINGS HOSPITA,TARPON SPRINGS,FL,"$26,881 ","$65,077 "
FLORIDA HOSPITAL HEALT,TAVARES,FL,"$2,589 ",$0 
FLORIDA HOSPITAL MEDIC,TAVARES,FL,$539 ,$0 
FLORIDA HOSPITAL WATER,TAVARES,FL,"$118,414 ","$58,680 "
LAKE EMERGENCY MEDICAL,TAVARES,FL,"$4,536 ",$0 
TAVARES PEDIATRICS,TAVARES,FL,"$1,050 ",$0 
COMMUNITY HEALTH OF SO,TAVERNIER,FL,$164 ,$0 
CRITICARE INC,TAVERNIER,FL,"$2,198 ","$15,587 "
CRITICARE INC,TAVERNIER,FL,"$1,079 ","$8,596 "
FLORIDA KEYS PEDIATRIC,TAVERNIER,FL,$24 ,$227 
MARINERS HOSPITAL,TAVERNIER,FL,$0 ,"$1,609 "
MARINERS HOSPITAL,TAVERNIER,FL,"$18,054 ","$32,364 "
FLORIDA HOSPITAL PHYSI,TEMPLE TERRACE,FL,"$73,367 ",$75 
LAKE MAGDALENE EMERGEN,TEMPLE TERRACE,FL,$488 ,"$6,546 "
FLORIDA HEALTH CARE LL,THE VILLAGES,FL,"$1,115 ",$0 
FLORIDA HEALTH CARE LL,THE VILLAGES,FL,"$2,222 ",$0 
PREMIER MEDICAL ASSOCI,THE VILLAGES,FL,$619 ,"$26,678 "
PREMIER MEDICAL ASSOCI,THE VILLAGES,FL,$0 ,$388 
BREVARD HEALTH ALLIANC,TITUSVILLE,FL,$0 ,$409 
HOSPITAL MEDICINE ASSO,TITUSVILLE,FL,"$64,382 ",$170 
NORTH BREVARD COUNTY H,TITUSVILLE,FL,"$25,835 ","$11,650 "
NORTH BREVARD MEDICAL,TITUSVILLE,FL,$0 ,"$5,726 "
NORTH BREVARD MEDICAL,TITUSVILLE,FL,"$3,484 ",$39 
NORTH BREVARD MEDICAL,TITUSVILLE,FL,"$2,192 ","$19,915 "
NORTH BREVARD MEDICAL,TITUSVILLE,FL,$154 ,$0 
HOSPITAL INTERNAL MEDI,TRENTON,FL,"$5,256 ",$125 
PALMS MEDICAL GROUP,TRENTON,FL,$412 ,"$7,264 "
PALMS MEDICAL GROUP,TRENTON,FL,$0 ,$934 
FLORIDA MEDICAL CLINIC,TRINITY,FL,$64 ,$0 
MEDICAL CENTER OF TRIN,TRINITY,FL,"$326,087 ","$73,054 "
FLORIDA HOSPITAL MEDIC,UMATILLA,FL,$0 ,$75 
MORTON PLANT MEASE PRI,VALRICO,FL,$0 ,$53 
AMBITRANS MEDICAL TRAN,VENICE,FL,"$41,888 ",$0 
GULF COAST HMA PHYSICI,VENICE,FL,$260 ,$927 
GULF COAST HMA PHYSICI,VENICE,FL,$0 ,$340 
VENICE EMERGENCY MEDIC,VENICE,FL,$562 ,"$39,138 "
VENICE REGIONAL MEDICA,VENICE,FL,"$12,709 ","$30,009 "
GILFORD SOUND EMERGENC,VERO BEACH,FL,"$6,087 ","$20,532 "
HMA SOLANTIC JOINT VEN,VERO BEACH,FL,"$1,269 ","$70,129 "
INDIAN RIVER MEDICAL C,VERO BEACH,FL,"$29,452 ","$90,483 "
CENTRAL FLORIDA HEALTH,WAUCHULA,FL,$0 ,"$1,294 "
FLORIDA HOSPITAL HEART,WAUCHULA,FL,$45 ,$351 
MANATEE COUNTY RURAL H,WAUCHULA,FL,$0 ,"$1,624 "
RURAL HEALTHCARE INC,WELAKA,FL,$0 ,"$1,770 "
RURAL HEALTHCARE INC,WELAKA,FL,$0 ,"$2,957 "
BLUE RADIOLOGY SERVICE,WELLINGTON,FL,$170 ,$0 
COMPREHENSIVE INFECTIO,WELLINGTON,FL,"$57,219 ",$0 
EMERGENCY SPECIALISTS,WELLINGTON,FL,"$35,454 ","$106,654 "
EMERGENCY SPECIALISTS,WELLINGTON,FL,"$6,282 ","$17,604 "
FLORIDA HOSPITAL MEDIC,WELLINGTON,FL,"$7,272 ",$0 
TRAVEL MEDICINE  INFEC,WELLINGTON,FL,"$70,110 ",$0 
WELLINGTON REJIONAL ME,WELLINGTON,FL,"$653,539 ",$0 
WEST BOYNTON URGENT CA,WELLINGTON,FL,$0 ,"$1,800 "
FLORIDA HOSPITAL PHYSI,WESLEY CHAPEL,FL,"$4,998 ",$184 
FLORIDA HOSPITAL WESLE,WESLEY CHAPEL,FL,"$232,612 ","$100,176 "
FLORIDA MEDICAL CLINIC,WESLEY CHAPEL,FL,$106 ,$0 
INPATIENT SPECIALISTS,WESLEY CHAPEL,FL,$189 ,$0 
PREMIER HOSPITALISTS P,WESLEY CHAPEL,FL,"$1,097 ",$0 
NORTHEAST FLORIDA HOSP,WEST BOCA,FL,"$4,770 ",$0 
BOARD OF COUNTY COMMIS,WEST PALM BEACH,FL,"$21,506 ",$0 
CITY OF PALM BEACH GAR,WEST PALM BEACH,FL,$952 ,$0 
CLEVELAND CLINIC FLORI,WEST PALM BEACH,FL,"$1,672 ",$0 
DR JAIMY H BENSIMON MD,WEST PALM BEACH,FL,$511 ,$0 
FL I MEDICAL SERVICES,WEST PALM BEACH,FL,$0 ,$182 
FOUNDCARE INC,WEST PALM BEACH,FL,$0 ,$141 
GOOD SAMARITAN MEDICAL,WEST PALM BEACH,FL,"$779,502 ","$221,993 "
HEALTH AND WELLNESS CE,WEST PALM BEACH,FL,"$2,316 ",$0 
INPHYNET CONTRACTING S,WEST PALM BEACH,FL,"$73,694 ","$330,699 "
JFK MEDICAL CENTER,WEST PALM BEACH,FL,"$303,054 ","$45,463 "
JFK MEDICAL CENTER,WEST PALM BEACH,FL,"$50,519 ","$7,017 "
NUVIEW TELEHEALTH LLC,WEST PALM BEACH,FL,$339 ,$0 
NUVIEW TELEHEALTH LLC,WEST PALM BEACH,FL,"$2,147 ",$0 
NUVIEW TELEHEALTH LLC,WEST PALM BEACH,FL,"$1,754 ",$0 
NUVIEW TELEHEALTH LLC,WEST PALM BEACH,FL,"$2,696 ",$0 
ORCHID CITY EMERGENCY,WEST PALM BEACH,FL,$379 ,"$2,254 "
ORCHID CITY EMERGENCY,WEST PALM BEACH,FL,"$1,325 ","$7,187 "
PALM BEACH PATHOLOGY P,WEST PALM BEACH,FL,$0 ,$924 
PRECISION HEALTH RESOU,WEST PALM BEACH,FL,$0 ,"$7,453 "
SHAMSAD BEGUM MD PA,WEST PALM BEACH,FL,"$1,518 ",$0 
TENET FLORIDA PHYSICIA,WEST PALM BEACH,FL,"$1,630 ",$0 
TENET FLORIDA PHYSICIA,WEST PALM BEACH,FL,$386 ,$0 
TENET FLORIDA PHYSICIA,WEST PALM BEACH,FL,"$56,252 ",$0 
UMOREN MEDICAL LLC,WEST PALM BEACH,FL,"$7,701 ",$0 
UMOREN MEDICAL LLC,WEST PALM BEACH,FL,"$24,009 ",$0 
UNITED CLINICAL LABORA,WEST PALM BEACH,FL,$0 ,"$300,917 "
WEST PALM BEACH FACILI,WEST PALM BEACH,FL,"$30,210 ",$0 
ASSOCIATESMD MEDICAL G,WESTON,FL,$0 ,$222 
CLEVELAND CLINIC FLORI,WESTON,FL,"$54,773 ","$19,689 "
WESTEN HOSPITAL,WESTON,FL,"$48,157 ","$19,273 "
WESTEN HOSPITAL,WESTON,FL,"$165,151 ","$57,596 "
NORTH FLORIDA MEDICAL,WEWAHITCHKA,FL,$150 ,$281 
NORTH FLORIDA MEDICAL,WEWAHITCHKA,FL,$0 ,$248 
SACRED HEART HOSPITAL,WEWAHITCHKA,FL,$0 ,$109 
JAMES LEORARD WORKMAN,WILLISTON,FL,$90 ,$0 
PALMS MEDICAL GROUP,WILLISTON,FL,$0 ,$163 
PALMS MEDICAL GROUP,WILLISTON,FL,$0 ,$107 
CARE RESOURCE,WILTON MANORS,FL,$29 ,$285 
HOLY CROSS MEDICAL GRO,WILTON MANORS,FL,$350 ,$24 
FLORIDA HOSPITAL,WINTER GARDEN,FL,$316 ,"$9,275 "
HEALTH CENTRAL HOSPITA,WINTER GARDEN,FL,$268 ,"$1,224 "
NIGHTLITE PEDIATRICS,WINTER GARDEN,FL,"$8,890 ","$85,310 "
NIGHTLITE PEDIATRICS,WINTER GARDEN,FL,"$11,314 ","$74,155 "
PHYSICIANS STAT LAB,WINTER GARDEN,FL,$0 ,"$79,460 "
PHYSICIANS STAT LAB,WINTER GARDEN,FL,$0 ,"$40,940 "
BAYCARE BEHAVIORAL HEA,WINTER HAVEN,FL,$257 ,$0 
CENTRAL FLORIDA HEALTH,WINTER HAVEN,FL,$0 ,"$4,051 "
CENTRAL FLORIDA HEALTH,WINTER HAVEN,FL,$0 ,"$3,071 "
FLORIDA MEDICAL CENTER,WINTER HAVEN,FL,"$1,653 ",$0 
HOSPITAL PHYSICIAN SER,WINTER HAVEN,FL,"$140,480 ",$0 
LAKELAND REGIONAL HEAL,WINTER HAVEN,FL,$0 ,$75 
MORTON PLANT MEASE PRI,WINTER HAVEN,FL,$0 ,$45 
MORTON PLANT MEASE PRI,WINTER HAVEN,FL,"$4,709 ",$309 
MORTON PLANT MEASE PRI,WINTER HAVEN,FL,$45 ,$0 
UNIVERSITY OF FLORIDA,WINTER HAVEN,FL,$0 ,$250 
WINTER HAVEN HOSPITAL,WINTER HAVEN,FL,"$477,404 ","$44,932 "
WINTER HAVEN HOSPITAL,WINTER HAVEN,FL,"$846,681 ","$269,261 "
CENTRAL FLORIDA INPATI,WINTER PARK,FL,$722 ,"$18,737 "
FLORIDA HOSPITAL,WINTER PARK,FL,"$137,386 ","$67,649 "
FLORIDA HOSPITAL,WINTER PARK,FL,"$50,387 ","$10,682 "
FLORIDA HOSPITAL MEDIC,WINTER PARK,FL,"$10,863 ","$1,261 "
PREMIER INFECTIOUS DIS,WINTER PARK,FL,"$43,878 ",$0 
STANFORD HEALTHCARE,WINTER PARK,FL,$0 ,$129 
ABL MEDICAL CARE LLC,WINTER SPRINGS,FL,"$11,726 ","$95,771 "
ABL MEDICAL CARE LLC,WINTER SPRINGS,FL,"$6,451 ","$15,198 "
FLORIDA HOSPITAL MEDIC,WINTER SPRINGS,FL,$0 ,$654 
ORLANDO CARENOW URGENT,WINTER SPRINGS,FL,$734 ,"$34,457 "
BAYCARE HOME CARE INC,ZEPHYRHILLS,FL,"$4,722 ",$0 
BAYCARE HOME CARE INC,ZEPHYRHILLS,FL,"$10,926 ",$0 
FLORIDA HOSPITAL PHYSI,ZEPHYRHILLS,FL,$0 ,$75 
FLORIDA HOSPITAL PHYSI,ZEPHYRHILLS,FL,$207 ,$75 
FLORIDA HOSPITAL ZEPHY,ZEPHYRHILLS,FL,"$201,150 ","$81,738 "
FLORIDA HOSPITAL ZEPHY,ZEPHYRHILLS,FL,"$12,385 ",$0 
FLORIDA MEDICAL CLINIC,ZEPHYRHILLS,FL,"$16,976 ",$247 
FMC URGENT CARE LLC,ZEPHYRHILLS,FL,$0 ,"$8,719 "
FMC URGENT CARE LLC,ZEPHYRHILLS,FL,$367 ,"$14,719 "
CHINEDU NWEKE,ACWORTH,GA,$0 ,"$4,469 "
HARBIN CLINIC LLC,ACWORTH,GA,$101 ,$0 
WELLSTAR MARIETTA INTE,ACWORTH,GA,"$26,955 ",$873 
FLOYD HEALTHCARE MANAG,ADAIRSVILLE,GA,$275 ,"$1,821 "
TIFT REGIONAL HEALTH S,ADEL,GA,"$7,454 ","$1,000 "
ALBANY AREA PRIMARY HE,ALBANY,GA,"$1,389 ","$3,399 "
ALBANY AREA PRIMARY HE,ALBANY,GA,$420 ,"$2,051 "
ALBANY AREA PRIMARY HE,ALBANY,GA,$281 ,"$1,775 "
COGENT HEALTHCARE OF G,ALBANY,GA,"$9,483 ",$0 
DOUGHERTY COUNTY COMMI,ALBANY,GA,"$2,236 ",$0 
GOLD STAR EMS LLC,ALBANY,GA,"$7,088 ",$0 
PHOEBE CANCER CENTER P,ALBANY,GA,"$1,374,786 ","$6,929 "
PHOEBE PHYSICIAN GROUP,ALBANY,GA,"$34,090 ","$24,236 "
PHOEBE PHYSICIAN GROUP,ALBANY,GA,$606 ,"$10,297 "
PHOEBE PHYSICIAN GROUP,ALBANY,GA,$103 ,$0 
PRIVIA MEDICAL GROUP O,ALBANY,GA,$713 ,"$6,167 "
THE VERANDA PC,ALBANY,GA,$0 ,$103 
THE VERANDA PC,ALBANY,GA,$0 ,$74 
BACON COUNTY HOSPITAL,ALMA,GA,"$278,982 ","$81,561 "
BACON COUNTY HOSPITAL,ALMA,GA,"$16,706 ","$33,627 "
SOUTH GEORGIA PHYSICIA,ALMA,GA,$87 ,"$5,242 "
THE ERX GROUP LLC,ALMA,GA,$366 ,"$1,332 "
THE ERX GROUP LLC,ALMA,GA,$468 ,"$1,012 "
24 ON PHYSICIANS PC,ALPHARETTA,GA,"$2,814 ",$0 
AVANTGARDE CONSULTANTS,ALPHARETTA,GA,$75 ,$0 
BAKO PATHOLOGY SERVICE,ALPHARETTA,GA,"$5,800 ","$323,800 "
COLQUITT REGIONAL MEDI,ALPHARETTA,GA,$0 ,$34 
EMORY MEDICAL CARE FOU,ALPHARETTA,GA,$998 ,$664 
NORTH ATLANTA PROFESSI,ALPHARETTA,GA,"$2,727 ",$0 
NORTHSIDE CARIOLOGY PR,ALPHARETTA,GA,$75 ,$0 
NORTHSIDE PRIMARY CARE,ALPHARETTA,GA,$494 ,$0 
NORTHSIDE RADIOLOGY AS,ALPHARETTA,GA,$272 ,$0 
WELLSTAR MARIETTA INTE,ALPHARETTA,GA,$0 ,$77 
WELLSTAR MARIETTA INTE,ALPHARETTA,GA,"$1,116 ",$0 
ACS PRIMARY CARE PHYSI,AMERICUS,GA,"$2,774 ","$2,544 "
PHOEBE CANCER CENTER P,AMERICUS,GA,"$1,889 ",$0 
PHOEBE PHYSICIAN GROUP,AMERICUS,GA,$124 ,$197 
PHOEBE PHYSICIAN GROUP,AMERICUS,GA,$660 ,$123 
PHOEBE SUMTER MEDICAL,AMERICUS,GA,"$294,194 ",$0 
PHOEBE SUMTER MEDICAL,AMERICUS,GA,"$20,567 ",$0 
TIFT REGIONAL HEALTH S,ASHBURN,GA,$94 ,$0 
AEROCARE HOME MED INC,ATHENS,GA,$125 ,$0 
ATHENS CLARKE EMERGENC,ATHENS,GA,$0 ,$65 
ATHENS CLARKE EMERGENC,ATHENS,GA,$65 ,"$6,212 "
ATHENS CLARKE MEDICAL,ATHENS,GA,"$4,389 ","$12,720 "
ATHENS CLARKE MEDICAL,ATHENS,GA,"$2,990 ","$9,017 "
ATHENS HOSPITALIST SER,ATHENS,GA,$472 ,$0 
ATHENS NEIGHBORHOOD HE,ATHENS,GA,$0 ,"$13,846 "
GEORGIA EMERGENCY MEDI,ATHENS,GA,"$14,329 ","$57,027 "
HOSPITAL AUTHORITY OF,ATHENS,GA,$0 ,$100 
